Rank_PL_Dez25,Instituição,PL_202512,PL_202603,Delta_PL,Var_PL_pct,Contrib_Delta_PL_Pos_pct,Contrib_Acum_Delta_PL_Pos_pct
104,IFOOD PAGO IP - PRUDENCIAL,232055572.03,320840651.3,88785079.27000001,0.3826026606183881,0.000760188013623832,0.9897920425805139
61,PARANÁ BANCO - PRUDENCIAL,1210832178.65,1293557592.42,82725413.76999998,0.06832112263669231,0.0007083044638478462,0.9905003470443617
47,MERCEDES-BENZ - PRUDENCIAL,2312594005.39,2391986311.55,79392306.16000032,0.03433041250429578,0.0006797660148869038,0.9911801130592487
110,MÊNTORE IP - PRUDENCIAL,196306012.7,270691227.14,74385214.44,0.37892478899093857,0.000636894722323385,0.9918170077815721
67,BS2 - PRUDENCIAL,914196159.62,986765729.43,72569569.80999994,0.07938074235639386,0.0006213489651300038,0.9924383567467021
84,RANDON - PRUDENCIAL,503609868.04,566869053.86,63259185.81999999,0.1256114898347773,0.0005416323914711606,0.9929799891381733
88,CREDSYSTEM IP - PRUDENCIAL,415214665.23,466412977.39,51198312.15999997,0.1233056451212764,0.0004383658103569912,0.9934183549485303
86,BANQI IP - PRUDENCIAL,430588886.11,480124534.72,49535648.610000014,0.11504163300059127,0.00042412989468522036,0.9938424848432155
83,BNY MELLON - PRUDENCIAL,517255517.77,564727025.22,47471507.45000005,0.09177573910600306,0.0004064564817518631,0.9942489413249673
74,INDUSTRIAL DO BRASIL - PRUDENCIAL,676982450.7,722504114.66,45521663.95999992,0.06724201478624815,0.0003897616985548693,0.9946387030235222
68,OMNI - PRUDENCIAL,882897997.95,926714767.73,43816769.77999997,0.04962834878064973,0.0003751641993940963,0.9950138672229163
85,RENDIMENTO - PRUDENCIAL,477450170.95,520711953.66,43261782.71000004,0.09061004758657955,0.0003704123365608475,0.9953842795594772
76,MAGALUPAY IP - PRUDENCIAL,652078569.74,688508247.02,36429677.27999997,0.05586700586483833,0.0003119150676683337,0.9956961946271455
92,SENFFNET IP - PRUDENCIAL,361985903.65,396934374.36,34948470.71000004,0.09654649630719132,0.0002992328074341494,0.9959954274345797
57,RODOBENS - PRUDENCIAL,1692078410.94,1723046186.37,30967775.42999983,0.018301619611585437,0.0002651496387010037,0.9962605770732808
116,BANCO AFINZ BM - PRUDENCIAL,158067175.97,188095413.04,30028237.069999993,0.18997136429956296,0.0002571052036958868,0.9965176822769767
99,BCO GUANABARA S.A. - PRUDENCIAL,253651963.22,282980588.07,29328624.849999994,0.1156254596955845,0.0002511150437703501,0.9967687973207471
122,AVANCARD PROVER IP - PRUDENCIAL,128567722.72,155723406.87,27155684.150000006,0.21121696468981377,0.00023251007671916312,0.9970013073974663
125,EAGLE SCD - PRUDENCIAL,111046517.05,137700299.17,26653782.11999999,0.24002357595780163,0.00022821273407604628,0.9972295201315423
64,SOFISA - PRUDENCIAL,1083906369.21,1110488040.89,26581671.680000067,0.024523955606399833,0.00022759531623291546,0.9974571154477753
75,BMW - PRUDENCIAL,674877158.93,700921397.82,26044238.890000105,0.0385910806809532,0.00022299375515479823,0.99768010920293
109,BANCO B3 - PRUDENCIAL,196542865.82,221391340.09,24848474.27000001,0.12642776000201913,0.00021275548157647327,0.9978928646845066
50,SUMUP IP - PRUDENCIAL,2184505581.55,2209257402.92,24751821.369999886,0.011330628577491392,0.00021192792838097926,0.9981047926128875
112,GAZINCRED SCFI - PRUDENCIAL,185014244.04,207862563.66,22848319.620000005,0.12349492191022983,0.00019562992846748663,0.998300422541355
108,STONEX DTVM - PRUDENCIAL,199024104.0,217869978.51,18845874.50999999,0.09469141742750914,0.00016136053519976654,0.9984617830765548
60,NEON PAGAMENTOS IP - PRUDENCIAL,1325500938.58,1343063244.93,17562306.350000143,0.013249561610129466,0.00015037047765942505,0.9986121535542142
39,BNP PARIBAS - PRUDENCIAL,4607532552.18,4624389448.27,16856896.090000153,0.0036585517083377976,0.00014433067425159663,0.9987564842284657
81,YAMAHA MOTOR - PRUDENCIAL,566981686.25,582573252.0,15591565.75,0.02749924050126231,0.0001334967710141221,0.9988899809994799
113,BANCO BARI DE INVESTIMENTO E FINANCI. - PRUDENCIAL,184738493.27,200097578.72,15359085.449999988,0.08313960549387124,0.00013150624806908717,0.999021487247549
100,STARK SCD - PRUDENCIAL,249023149.0,263430377.86,14407228.860000014,0.05785497821329058,0.00012335634296840737,0.9991448435905175
77,BCO ABN AMRO CLEARING - PRUDENCIAL,595810619.3,608065734.79,12255115.49000001,0.020568810110162483,0.00010492970190118027,0.9992497732924187
101,BBC S.A. - PRUDENCIAL,248416888.13,260621121.5,12204233.370000005,0.049128034176216556,0.00010449404336429769,0.999354267335783
91,ASAAS GESTAO FINANCEIRA IP - PRUDENCIAL,365935575.01,377165130.5,11229555.49000001,0.030687247310385544,9.614873976585124e-05,0.9994504160755489
123,CALCARD IP - PRUDENCIAL,124140206.63,134682963.77,10542757.140000015,0.08492620905185629,9.026829366230156e-05,0.9995406843692112
124,TULLETT PREBON BRASIL S.A. CTVM - PRUDENCIAL,116468253.88,126790086.08,10321832.200000003,0.08862356784909672,8.837670903254811e-05,0.9996290610782437
97,CREDI SHOP S.A. - PRUDENCIAL,290610109.19,299540314.76,8930205.569999993,0.03072916353423016,7.646144250056008e-05,0.9997055225207442
82,BCO TRIANGULO S.A. - PRUDENCIAL,528933101.54,537695332.8,8762231.25999993,0.016565859150218635,7.502322722713038e-05,0.9997805457479713
117,WISE BRASIL CC - PRUDENCIAL,156177334.45,164002394.92,7825060.469999999,0.05010368820518693,6.699906362741334e-05,0.9998475448115987
107,GENIAL - PRUDENCIAL,205906687.03,212748915.3,6842228.270000011,0.033229752606349874,5.8583941807547096e-05,0.9999061287534062
111,WESTERN UNION - PRUDENCIAL,193524732.8,200303824.1,6779091.299999982,0.035029586151171174,5.804335584191889e-05,0.9999641721092482
78,AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,591710811.18,594547343.64,2836532.460000038,0.004793781702827731,2.4286715674258026e-05,0.9999884588249224
96,CAIXA GERAL - PRUDENCIAL,301518602.14,302430466.67,911864.530000031,0.0030242397103467517,7.807488504309725e-06,0.9999962663134266
89,EDENRED SOLUCOES E IP AHA - PRUDENCIAL,391588788.07,392024858.69,436070.62000000477,0.0011135932214740869,3.733686573725086e-06,1.0000000000000004
